trip_id,origin_station,destination_station,route_id,day_type,hour_block,distance_km,segment_count,transfer_count,is_peak_hour,weather_condition,traffic_level,station_type_origin,station_type_destination,travel_time_min
TRIP_1357,Lago Azul,Portal Norte,R1,weekday,15-18,3.2,1,0,1,clear,medium,intermedia,terminal,19.27
TRIP_1358,Portal Norte,Centro Histórico,R1,weekday,09-12,6.0,2,0,0,clear,high,terminal,central,30.59
TRIP_1359,Aeropuerto,Tecnoparque,R4,weekday,15-18,9.1,2,0,1,rain,high,terminal,industrial,49.01
TRIP_1360,Tecnoparque,Parque Industrial,R4,weekday,21-23,3.0,1,0,0,clear,medium,industrial,industrial,16.55
TRIP_1361,Portal Norte,Villa Nueva,R1+R3,sunday,07-09,6.7,2,1,1,clear,high,terminal,barrial,40.37
TRIP_1362,Mercado Distrital,Hospital Central,R2,weekday,18-21,1.8,1,0,1,heavy_rain,medium,barrial,central,24.65
TRIP_1363,Universidad,San Pedro,R1,weekday,15-18,3.1,1,0,1,clear,high,intermedia,intermedia,24.82
TRIP_1364,Terminal Sur,San Pedro,R2+R5,weekday,15-18,8.5,3,1,1,clear,medium,terminal,intermedia,43.16
TRIP_1365,Portal Norte,Tecnoparque,R1+R4,saturday,05-07,12.7,4,1,0,clear,low,terminal,industrial,47.78
TRIP_1366,Portal Norte,Centro Histórico,R1,weekday,09-12,6.0,2,0,0,clear,medium,terminal,central,28.71
TRIP_1367,Villa Nueva,Mercado Distrital,R3+R2,weekday,07-09,9.2,2,1,1,clear,medium,barrial,barrial,47.83
TRIP_1368,Portal Norte,Villa Nueva,R1+R3,weekday,09-12,6.7,2,1,0,clear,low,terminal,barrial,30.04
TRIP_1369,Centro Histórico,Universidad,R1,weekday,07-09,2.4,1,0,1,rain,high,central,intermedia,26.98
TRIP_1370,Portal Norte,Terminal Sur,R1+R3,saturday,05-07,11.9,3,1,0,clear,low,terminal,terminal,48.06
TRIP_1371,Villa Nueva,Lago Azul,R3,saturday,12-15,3.5,1,0,0,rain,medium,barrial,intermedia,16.54
TRIP_1372,Lago Azul,Universidad,R1,weekday,12-15,5.2,2,0,0,clear,medium,intermedia,intermedia,24.74
TRIP_1373,Universidad,Parque Industrial,R4,weekday,07-09,7.3,2,0,1,heavy_rain,high,intermedia,industrial,42.98
TRIP_1374,Portal Norte,Tecnoparque,R1+R4,weekday,09-12,12.7,4,1,0,clear,medium,terminal,industrial,59.14
TRIP_1375,Tecnoparque,Hospital Central,R4+R5,weekday,07-09,6.4,2,1,1,clear,high,industrial,central,46.84
TRIP_1376,Lago Azul,Tecnoparque,R1+R4,weekday,15-18,9.5,3,1,1,clear,high,intermedia,industrial,61.38
TRIP_1377,Universidad,Portal Norte,R1,saturday,09-12,8.4,3,0,0,clear,medium,intermedia,terminal,31.38
TRIP_1378,Villa Nueva,Mercado Distrital,R3+R2,weekday,09-12,9.2,2,1,0,clear,medium,barrial,barrial,38.26
TRIP_1379,Portal Norte,Lago Azul,R1,weekday,05-07,3.2,1,0,0,clear,medium,terminal,intermedia,18.95
TRIP_1380,Parque Industrial,Tecnoparque,R4,weekday,18-21,3.0,1,0,1,clear,medium,industrial,industrial,23.77
TRIP_1381,San Pedro,Mercado Distrital,R5+R2,saturday,07-09,4.5,2,1,1,clear,high,intermedia,barrial,37.45
TRIP_1382,Parque Industrial,Aeropuerto,R4,weekday,15-18,6.1,1,0,1,rain,medium,industrial,terminal,31.94
TRIP_1383,Centro Histórico,Mercado Distrital,R2,sunday,18-21,3.9,2,0,1,rain,medium,central,barrial,24.38
TRIP_1384,Portal Norte,Tecnoparque,R1+R4,weekday,09-12,12.7,4,1,0,rain,high,terminal,industrial,62.44
TRIP_1385,Parque Industrial,Hospital Central,R5,weekday,12-15,3.4,1,0,0,clear,high,industrial,central,22.62
TRIP_1386,San Pedro,Mercado Distrital,R5+R2,weekday,18-21,4.5,2,1,1,clear,medium,intermedia,barrial,33.87
TRIP_1387,Aeropuerto,Portal Norte,R4+R1,weekday,18-21,21.8,6,1,1,clear,medium,terminal,terminal,84.94
TRIP_1388,San Pedro,Hospital Central,R5,weekday,05-07,2.7,1,0,0,clear,high,intermedia,central,19.74
TRIP_1389,Aeropuerto,Centro Histórico,R4+R1,weekday,07-09,15.8,4,1,1,clear,medium,terminal,central,72.66
TRIP_1390,Centro Histórico,Villa Nueva,R1+R3,sunday,09-12,6.3,2,1,0,rain,low,central,barrial,27.2
TRIP_1391,Lago Azul,Mercado Distrital,R1+R2,weekday,15-18,6.7,3,1,1,clear,high,intermedia,barrial,44.19
TRIP_1392,Mercado Distrital,Portal Norte,R2+R1,weekday,15-18,9.9,4,1,1,clear,medium,barrial,terminal,47.26
TRIP_1393,Portal Norte,San Pedro,R1,saturday,09-12,11.5,4,0,0,clear,medium,terminal,intermedia,39.93
TRIP_1394,Lago Azul,Portal Norte,R1,saturday,07-09,3.2,1,0,1,clear,high,intermedia,terminal,23.33
TRIP_1395,Portal Norte,Universidad,R1,saturday,05-07,8.4,3,0,0,rain,medium,terminal,intermedia,30.99
TRIP_1396,Villa Nueva,Terminal Sur,R3,weekday,21-23,5.2,1,0,0,clear,medium,barrial,terminal,22.35
TRIP_1397,Villa Nueva,Terminal Sur,R3,weekday,15-18,5.2,1,0,1,clear,high,barrial,terminal,28.84
TRIP_1398,Villa Nueva,San Pedro,R3+R1,saturday,15-18,11.8,4,1,1,rain,medium,barrial,intermedia,56.64
TRIP_1399,Villa Nueva,Lago Azul,R3,weekday,07-09,3.5,1,0,1,heavy_rain,medium,barrial,intermedia,28.08
TRIP_1400,Lago Azul,Centro Histórico,R1,weekday,12-15,2.8,1,0,0,rain,medium,intermedia,central,18.04
TRIP_1401,Parque Industrial,Mercado Distrital,R5+R2,saturday,07-09,5.2,2,1,1,clear,high,industrial,barrial,43.37
TRIP_1402,Aeropuerto,Centro Histórico,R4+R1,saturday,15-18,15.8,4,1,1,clear,high,terminal,central,81.37
TRIP_1403,Centro Histórico,Tecnoparque,R1+R4,saturday,15-18,6.7,2,1,1,clear,high,central,industrial,45.97
TRIP_1404,Universidad,Terminal Sur,R1+R2,weekday,15-18,10.3,4,1,1,clear,medium,intermedia,terminal,57.88
TRIP_1405,Portal Norte,Parque Industrial,R1+R4,sunday,18-21,15.7,5,1,1,clear,medium,terminal,industrial,67.42
TRIP_1406,Portal Norte,Mercado Distrital,R1+R2,weekday,12-15,9.9,4,1,0,clear,medium,terminal,barrial,43.01
TRIP_1407,Lago Azul,Aeropuerto,R1+R4,saturday,18-21,18.6,5,1,1,clear,medium,intermedia,terminal,72.96
TRIP_1408,Terminal Sur,San Pedro,R2+R5,saturday,12-15,8.5,3,1,0,clear,medium,terminal,intermedia,39.26
TRIP_1409,Centro Histórico,Aeropuerto,R1+R4,sunday,15-18,15.8,4,1,1,clear,high,central,terminal,78.56
TRIP_1410,Aeropuerto,Lago Azul,R4+R1,weekday,07-09,18.6,5,1,1,clear,high,terminal,intermedia,89.26
TRIP_1411,Hospital Central,Aeropuerto,R5+R4,weekday,07-09,9.5,2,1,1,clear,medium,central,terminal,41.65
TRIP_1412,Terminal Sur,San Pedro,R2+R5,sunday,05-07,8.5,3,1,0,clear,low,terminal,intermedia,37.71
TRIP_1413,Centro Histórico,Tecnoparque,R1+R4,weekday,12-15,6.7,2,1,0,clear,medium,central,industrial,32.82
TRIP_1414,Lago Azul,Centro Histórico,R1,weekday,09-12,2.8,1,0,0,heavy_rain,medium,intermedia,central,21.45
TRIP_1415,Terminal Sur,Universidad,R2+R1,sunday,09-12,10.3,4,1,0,heavy_rain,medium,terminal,intermedia,51.29
TRIP_1416,Terminal Sur,Mercado Distrital,R2,sunday,18-21,4.0,1,0,1,clear,high,terminal,barrial,24.09
TRIP_1417,Parque Industrial,Tecnoparque,R4,weekday,07-09,3.0,1,0,1,clear,medium,industrial,industrial,22.06
TRIP_1418,Centro Histórico,San Pedro,R1,weekday,15-18,5.5,2,0,1,clear,high,central,intermedia,31.06
TRIP_1419,Terminal Sur,Parque Industrial,R2+R5,weekday,15-18,9.2,3,1,1,clear,high,terminal,industrial,54.77
TRIP_1420,Universidad,Lago Azul,R1,weekday,18-21,5.2,2,0,1,rain,high,intermedia,intermedia,32.72
TRIP_1421,Hospital Central,Mercado Distrital,R2,weekday,12-15,1.8,1,0,0,clear,medium,central,barrial,14.37
TRIP_1422,Portal Norte,Aeropuerto,R1+R4,saturday,07-09,21.8,6,1,1,clear,high,terminal,terminal,98.83
TRIP_1423,Parque Industrial,Universidad,R4,weekday,18-21,7.3,2,0,1,clear,high,industrial,intermedia,39.07
TRIP_1424,Mercado Distrital,Lago Azul,R2+R1,sunday,09-12,6.7,3,1,0,clear,low,barrial,intermedia,30.96
TRIP_1425,Universidad,Villa Nueva,R1+R3,weekday,07-09,8.7,3,1,1,rain,medium,intermedia,barrial,47.2
TRIP_1426,Portal Norte,Terminal Sur,R1+R3,weekday,05-07,11.9,3,1,0,clear,medium,terminal,terminal,50.4
TRIP_1427,Centro Histórico,Terminal Sur,R2,weekday,15-18,7.9,3,0,1,clear,high,central,terminal,41.07
TRIP_1428,Hospital Central,Terminal Sur,R2,weekday,07-09,5.8,2,0,1,clear,medium,central,terminal,25.84
TRIP_1429,Villa Nueva,Portal Norte,R3+R1,weekday,07-09,6.7,2,1,1,clear,medium,barrial,terminal,37.92
TRIP_1430,Villa Nueva,Centro Histórico,R3+R1,weekday,18-21,6.3,2,1,1,rain,high,barrial,central,46.05
TRIP_1431,Portal Norte,Centro Histórico,R1,saturday,07-09,6.0,2,0,1,clear,medium,terminal,central,28.66
TRIP_1432,Universidad,Terminal Sur,R1+R2,weekday,07-09,10.3,4,1,1,clear,high,intermedia,terminal,61.61
TRIP_1433,Parque Industrial,Centro Histórico,R5+R2,weekday,15-18,5.5,2,1,1,clear,medium,industrial,central,38.9
TRIP_1434,Aeropuerto,San Pedro,R4+R5,sunday,09-12,12.2,3,1,0,heavy_rain,medium,terminal,intermedia,55.61
TRIP_1435,Tecnoparque,Parque Industrial,R4,weekday,09-12,3.0,1,0,0,clear,low,industrial,industrial,14.44
TRIP_1436,Villa Nueva,Mercado Distrital,R3+R2,saturday,18-21,9.2,2,1,1,rain,high,barrial,barrial,50.31
TRIP_1437,Tecnoparque,Lago Azul,R4+R1,weekday,18-21,9.5,3,1,1,clear,high,industrial,intermedia,54.36
TRIP_1438,Terminal Sur,Centro Histórico,R2,weekday,05-07,7.9,3,0,0,clear,high,terminal,central,38.91
TRIP_1439,Hospital Central,Universidad,R2+R1,saturday,07-09,4.5,2,1,1,rain,medium,central,intermedia,34.43
TRIP_1440,San Pedro,Portal Norte,R1,weekday,09-12,11.5,4,0,0,rain,high,intermedia,terminal,49.36
TRIP_1441,Hospital Central,Parque Industrial,R5,weekday,05-07,3.4,1,0,0,rain,medium,central,industrial,22.07
TRIP_1442,Universidad,Hospital Central,R1+R2,saturday,05-07,4.5,2,1,0,rain,high,intermedia,central,37.1
TRIP_1443,Centro Histórico,Hospital Central,R2,weekday,21-23,2.1,1,0,0,rain,medium,central,central,17.87
TRIP_1444,Lago Azul,Aeropuerto,R1+R4,saturday,09-12,18.6,5,1,0,clear,medium,intermedia,terminal,67.66
TRIP_1445,Aeropuerto,Tecnoparque,R4,weekday,07-09,9.1,2,0,1,clear,high,terminal,industrial,40.53
TRIP_1446,Lago Azul,Parque Industrial,R1+R4,weekday,07-09,12.5,4,1,1,rain,medium,intermedia,industrial,59.43
TRIP_1447,San Pedro,Lago Azul,R1,weekday,09-12,8.3,3,0,0,clear,low,intermedia,intermedia,27.92
TRIP_1448,Lago Azul,Aeropuerto,R1+R4,weekday,09-12,18.6,5,1,0,clear,medium,intermedia,terminal,68.27
TRIP_1449,Mercado Distrital,Villa Nueva,R2+R3,weekday,18-21,9.2,2,1,1,clear,high,barrial,barrial,52.78
TRIP_1450,Terminal Sur,Portal Norte,R3+R1,weekday,05-07,11.9,3,1,0,rain,low,terminal,terminal,54.23
TRIP_1451,Parque Industrial,Mercado Distrital,R5+R2,weekday,09-12,5.2,2,1,0,clear,high,industrial,barrial,40.34
TRIP_1452,Tecnoparque,Universidad,R4,sunday,09-12,4.3,1,0,0,clear,high,industrial,intermedia,23.53
TRIP_1453,Portal Norte,Aeropuerto,R1+R4,weekday,05-07,21.8,6,1,0,clear,medium,terminal,terminal,80.26
TRIP_1454,Aeropuerto,Universidad,R4,weekday,15-18,13.4,3,0,1,rain,high,terminal,intermedia,62.04
TRIP_1455,San Pedro,Tecnoparque,R1+R4,saturday,07-09,7.4,2,1,1,heavy_rain,high,intermedia,industrial,53.05
TRIP_1456,Villa Nueva,Portal Norte,R3+R1,weekday,15-18,6.7,2,1,1,clear,low,barrial,terminal,40.02
TRIP_1457,Aeropuerto,Tecnoparque,R4,weekday,15-18,9.1,2,0,1,clear,high,terminal,industrial,44.63
TRIP_1458,Mercado Distrital,Universidad,R2+R1,saturday,05-07,6.3,3,1,0,clear,medium,barrial,intermedia,31.89
TRIP_1459,Terminal Sur,San Pedro,R2+R5,saturday,07-09,8.5,3,1,1,clear,high,terminal,intermedia,48.55
TRIP_1460,Hospital Central,Universidad,R2+R1,weekday,15-18,4.5,2,1,1,clear,high,central,intermedia,38.26
TRIP_1461,Parque Industrial,Lago Azul,R4+R1,weekday,07-09,12.5,4,1,1,rain,medium,industrial,intermedia,59.0
TRIP_1462,Universidad,Portal Norte,R1,weekday,12-15,8.4,3,0,0,clear,medium,intermedia,terminal,33.02
TRIP_1463,Centro Histórico,Portal Norte,R1,weekday,12-15,6.0,2,0,0,clear,medium,central,terminal,23.36
TRIP_1464,Centro Histórico,Mercado Distrital,R2,weekday,09-12,3.9,2,0,0,rain,medium,central,barrial,23.36
TRIP_1465,Terminal Sur,Villa Nueva,R3,weekday,21-23,5.2,1,0,0,clear,low,terminal,barrial,18.81
TRIP_1466,San Pedro,Aeropuerto,R5+R4,saturday,18-21,12.2,3,1,1,clear,medium,intermedia,terminal,58.9
TRIP_1467,Parque Industrial,Hospital Central,R5,sunday,12-15,3.4,1,0,0,clear,low,industrial,central,15.33
TRIP_1468,Centro Histórico,Tecnoparque,R1+R4,saturday,18-21,6.7,2,1,1,clear,medium,central,industrial,44.38
TRIP_1469,Terminal Sur,Portal Norte,R3+R1,sunday,12-15,11.9,3,1,0,clear,low,terminal,terminal,46.54
TRIP_1470,Parque Industrial,Centro Histórico,R5+R2,saturday,09-12,5.5,2,1,0,clear,low,industrial,central,29.05
TRIP_1471,Aeropuerto,San Pedro,R4+R5,weekday,07-09,12.2,3,1,1,clear,medium,terminal,intermedia,58.51
TRIP_1472,Terminal Sur,Centro Histórico,R2,weekday,07-09,7.9,3,0,1,clear,low,terminal,central,32.41
TRIP_1473,Mercado Distrital,Parque Industrial,R2+R5,saturday,07-09,5.2,2,1,1,rain,medium,barrial,industrial,40.99
TRIP_1474,Portal Norte,San Pedro,R1,weekday,07-09,11.5,4,0,1,clear,high,terminal,intermedia,49.11
TRIP_1475,Centro Histórico,Parque Industrial,R2+R5,weekday,07-09,5.5,2,1,1,clear,medium,central,industrial,39.6
TRIP_1476,Universidad,Terminal Sur,R1+R2,saturday,15-18,10.3,4,1,1,clear,high,intermedia,terminal,63.24
TRIP_1477,Portal Norte,Villa Nueva,R1+R3,weekday,18-21,6.7,2,1,1,clear,high,terminal,barrial,45.61
TRIP_1478,Tecnoparque,Universidad,R4,weekday,15-18,4.3,1,0,1,clear,high,industrial,intermedia,32.96
TRIP_1479,Centro Histórico,Portal Norte,R1,saturday,09-12,6.0,2,0,0,rain,low,central,terminal,22.75
TRIP_1480,Tecnoparque,Centro Histórico,R4+R1,weekday,12-15,6.7,2,1,0,clear,low,industrial,central,32.1
TRIP_1481,Parque Industrial,Centro Histórico,R5+R2,weekday,05-07,5.5,2,1,0,clear,high,industrial,central,37.92
TRIP_1482,Hospital Central,Centro Histórico,R2,weekday,15-18,2.1,1,0,1,clear,medium,central,central,18.07
TRIP_1483,Lago Azul,Parque Industrial,R1+R4,weekday,07-09,12.5,4,1,1,rain,high,intermedia,industrial,70.35
TRIP_1484,Villa Nueva,Centro Histórico,R3+R1,weekday,09-12,6.3,2,1,0,clear,high,barrial,central,33.62
TRIP_1485,Villa Nueva,Portal Norte,R3+R1,weekday,05-07,6.7,2,1,0,heavy_rain,high,barrial,terminal,43.82
TRIP_1486,Universidad,Villa Nueva,R1+R3,saturday,07-09,8.7,3,1,1,clear,medium,intermedia,barrial,49.89
TRIP_1487,Hospital Central,Parque Industrial,R5,weekday,21-23,3.4,1,0,0,clear,low,central,industrial,14.54
TRIP_1488,Lago Azul,Centro Histórico,R1,saturday,05-07,2.8,1,0,0,heavy_rain,medium,intermedia,central,20.86
TRIP_1489,Mercado Distrital,Lago Azul,R2+R1,sunday,07-09,6.7,3,1,1,clear,medium,barrial,intermedia,37.99
TRIP_1490,Terminal Sur,San Pedro,R2+R5,weekday,12-15,8.5,3,1,0,heavy_rain,high,terminal,intermedia,55.04
TRIP_1491,Terminal Sur,San Pedro,R2+R5,weekday,09-12,8.5,3,1,0,clear,low,terminal,intermedia,39.35
TRIP_1492,Tecnoparque,Universidad,R4,weekday,07-09,4.3,1,0,1,clear,high,industrial,intermedia,26.24
TRIP_1493,Centro Histórico,Villa Nueva,R1+R3,weekday,09-12,6.3,2,1,0,clear,medium,central,barrial,30.77
TRIP_1494,Universidad,Centro Histórico,R1,weekday,15-18,2.4,1,0,1,clear,low,intermedia,central,16.27
TRIP_1495,Universidad,Tecnoparque,R4,weekday,15-18,4.3,1,0,1,clear,high,intermedia,industrial,32.14
TRIP_1496,Tecnoparque,Lago Azul,R4+R1,weekday,21-23,9.5,3,1,0,clear,low,industrial,intermedia,40.0
TRIP_1497,Lago Azul,Tecnoparque,R1+R4,weekday,12-15,9.5,3,1,0,rain,medium,intermedia,industrial,45.96
TRIP_1498,Hospital Central,Terminal Sur,R2,sunday,18-21,5.8,2,0,1,clear,high,central,terminal,30.85
TRIP_1499,Portal Norte,Mercado Distrital,R1+R2,weekday,15-18,9.9,4,1,1,clear,high,terminal,barrial,56.43
TRIP_1500,Universidad,Parque Industrial,R4,sunday,15-18,7.3,2,0,1,clear,low,intermedia,industrial,28.94
TRIP_1501,Villa Nueva,San Pedro,R3+R1,weekday,05-07,11.8,4,1,0,clear,medium,barrial,intermedia,48.63
TRIP_1502,Hospital Central,Tecnoparque,R5+R4,weekday,18-21,6.4,2,1,1,clear,high,central,industrial,46.3
TRIP_1503,San Pedro,Lago Azul,R1,weekday,07-09,8.3,3,0,1,clear,high,intermedia,intermedia,40.75
TRIP_1504,Mercado Distrital,San Pedro,R2+R5,weekday,15-18,4.5,2,1,1,clear,medium,barrial,intermedia,36.07
TRIP_1505,Tecnoparque,Parque Industrial,R4,weekday,21-23,3.0,1,0,0,clear,high,industrial,industrial,23.1
TRIP_1506,Hospital Central,Tecnoparque,R5+R4,weekday,15-18,6.4,2,1,1,clear,medium,central,industrial,43.4
TRIP_1507,Lago Azul,Tecnoparque,R1+R4,saturday,05-07,9.5,3,1,0,heavy_rain,low,intermedia,industrial,40.83
TRIP_1508,San Pedro,Tecnoparque,R1+R4,sunday,18-21,7.4,2,1,1,clear,medium,intermedia,industrial,42.17
TRIP_1509,Villa Nueva,Centro Histórico,R3+R1,sunday,09-12,6.3,2,1,0,clear,low,barrial,central,31.61
TRIP_1510,Mercado Distrital,San Pedro,R2+R5,weekday,18-21,4.5,2,1,1,clear,high,barrial,intermedia,37.42
TRIP_1511,Tecnoparque,Portal Norte,R4+R1,weekday,05-07,12.7,4,1,0,clear,low,industrial,terminal,51.14
TRIP_1512,Portal Norte,Universidad,R1,weekday,09-12,8.4,3,0,0,rain,low,terminal,intermedia,29.7
TRIP_1513,Mercado Distrital,Terminal Sur,R2,weekday,07-09,4.0,1,0,1,rain,high,barrial,terminal,32.97
TRIP_1514,Mercado Distrital,Portal Norte,R2+R1,saturday,09-12,9.9,4,1,0,clear,medium,barrial,terminal,41.57
TRIP_1515,Hospital Central,Portal Norte,R2+R1,weekday,09-12,8.1,3,1,0,clear,medium,central,terminal,39.28
TRIP_1516,Portal Norte,Universidad,R1,weekday,09-12,8.4,3,0,0,clear,medium,terminal,intermedia,32.89
TRIP_1517,Universidad,Mercado Distrital,R1+R2,weekday,12-15,6.3,3,1,0,clear,medium,intermedia,barrial,31.0
TRIP_1518,Hospital Central,Parque Industrial,R5,sunday,07-09,3.4,1,0,1,clear,medium,central,industrial,19.97
TRIP_1519,Centro Histórico,Mercado Distrital,R2,saturday,05-07,3.9,2,0,0,rain,low,central,barrial,19.71
TRIP_1520,Centro Histórico,Terminal Sur,R2,weekday,07-09,7.9,3,0,1,clear,low,central,terminal,32.41
TRIP_1521,San Pedro,Universidad,R1,weekday,18-21,3.1,1,0,1,clear,medium,intermedia,intermedia,18.17
TRIP_1522,Portal Norte,Villa Nueva,R1+R3,weekday,15-18,6.7,2,1,1,clear,high,terminal,barrial,44.68
TRIP_1523,Centro Histórico,Parque Industrial,R2+R5,saturday,12-15,5.5,2,1,0,clear,low,central,industrial,28.94
TRIP_1524,Portal Norte,Parque Industrial,R1+R4,weekday,09-12,15.7,5,1,0,clear,medium,terminal,industrial,60.45
TRIP_1525,Aeropuerto,Universidad,R4,weekday,05-07,13.4,3,0,0,clear,high,terminal,intermedia,53.53
TRIP_1526,Hospital Central,Villa Nueva,R2+R3,saturday,15-18,11.0,3,1,1,clear,low,central,barrial,54.2
TRIP_1527,Tecnoparque,Hospital Central,R4+R5,weekday,15-18,6.4,2,1,1,clear,high,industrial,central,49.22
TRIP_1528,Aeropuerto,Universidad,R4,weekday,09-12,13.4,3,0,0,clear,low,terminal,intermedia,37.87
TRIP_1529,Centro Histórico,Universidad,R1,weekday,09-12,2.4,1,0,0,clear,high,central,intermedia,18.79
TRIP_1530,Villa Nueva,Lago Azul,R3,sunday,09-12,3.5,1,0,0,clear,low,barrial,intermedia,12.73
TRIP_1531,San Pedro,Centro Histórico,R1,sunday,18-21,5.5,2,0,1,heavy_rain,medium,intermedia,central,28.0
TRIP_1532,Mercado Distrital,San Pedro,R2+R5,weekday,12-15,4.5,2,1,0,clear,medium,barrial,intermedia,33.76
TRIP_1533,Villa Nueva,Terminal Sur,R3,weekday,09-12,5.2,1,0,0,clear,low,barrial,terminal,20.33
TRIP_1534,Lago Azul,Hospital Central,R1+R2,weekday,21-23,4.9,2,1,0,clear,high,intermedia,central,36.61
TRIP_1535,Universidad,Centro Histórico,R1,sunday,18-21,2.4,1,0,1,clear,medium,intermedia,central,17.83
TRIP_1536,Portal Norte,Hospital Central,R1+R2,weekday,05-07,8.1,3,1,0,clear,medium,terminal,central,42.26
TRIP_1537,Hospital Central,Universidad,R2+R1,sunday,07-09,4.5,2,1,1,clear,high,central,intermedia,38.04
TRIP_1538,Mercado Distrital,Universidad,R2+R1,weekday,07-09,6.3,3,1,1,clear,medium,barrial,intermedia,40.64
TRIP_1539,Parque Industrial,Aeropuerto,R4,weekday,21-23,6.1,1,0,0,clear,high,industrial,terminal,29.72
TRIP_1540,Aeropuerto,Lago Azul,R4+R1,weekday,18-21,18.6,5,1,1,clear,medium,terminal,intermedia,72.85
TRIP_1541,San Pedro,Mercado Distrital,R5+R2,weekday,07-09,4.5,2,1,1,clear,medium,intermedia,barrial,34.17
TRIP_1542,San Pedro,Villa Nueva,R1+R3,weekday,05-07,11.8,4,1,0,clear,high,intermedia,barrial,68.21
TRIP_1543,Hospital Central,Villa Nueva,R2+R3,weekday,15-18,11.0,3,1,1,rain,high,central,barrial,65.8
TRIP_1544,San Pedro,Tecnoparque,R1+R4,weekday,12-15,7.4,2,1,0,clear,high,intermedia,industrial,41.36
TRIP_1545,Parque Industrial,San Pedro,R5,saturday,12-15,6.1,2,0,0,clear,medium,industrial,intermedia,26.17
TRIP_1546,Aeropuerto,Lago Azul,R4+R1,saturday,18-21,18.6,5,1,1,clear,medium,terminal,intermedia,78.96
TRIP_1547,Parque Industrial,Portal Norte,R4+R1,saturday,09-12,15.7,5,1,0,clear,high,industrial,terminal,76.57
TRIP_1548,Hospital Central,Centro Histórico,R2,weekday,07-09,2.1,1,0,1,clear,high,central,central,21.13
TRIP_1549,San Pedro,Universidad,R1,weekday,15-18,3.1,1,0,1,clear,low,intermedia,intermedia,16.93
TRIP_1550,Parque Industrial,Tecnoparque,R4,weekday,15-18,3.0,1,0,1,clear,medium,industrial,industrial,24.97
TRIP_1551,Mercado Distrital,Terminal Sur,R2,weekday,15-18,4.0,1,0,1,clear,low,barrial,terminal,19.74
TRIP_1552,Mercado Distrital,Lago Azul,R2+R1,weekday,07-09,6.7,3,1,1,clear,high,barrial,intermedia,42.64
TRIP_1553,Parque Industrial,Tecnoparque,R4,weekday,12-15,3.0,1,0,0,clear,low,industrial,industrial,15.37
TRIP_1554,Universidad,Tecnoparque,R4,weekday,05-07,4.3,1,0,0,clear,medium,intermedia,industrial,21.56
TRIP_1555,Terminal Sur,Mercado Distrital,R2,weekday,07-09,4.0,1,0,1,clear,high,terminal,barrial,25.01
TRIP_1556,Hospital Central,Aeropuerto,R5+R4,weekday,05-07,9.5,2,1,0,clear,medium,central,terminal,46.33
TRIP_1557,Hospital Central,San Pedro,R5,sunday,07-09,2.7,1,0,1,rain,high,central,intermedia,24.32
TRIP_1558,Portal Norte,Universidad,R1,sunday,12-15,8.4,3,0,0,clear,low,terminal,intermedia,22.93
TRIP_1559,Tecnoparque,San Pedro,R4+R1,weekday,07-09,7.4,2,1,1,clear,high,industrial,intermedia,46.53
TRIP_1560,Centro Histórico,Universidad,R1,saturday,12-15,2.4,1,0,0,clear,medium,central,intermedia,14.77
TRIP_1561,San Pedro,Tecnoparque,R1+R4,saturday,05-07,7.4,2,1,0,clear,low,intermedia,industrial,31.49
TRIP_1562,Lago Azul,San Pedro,R1,weekday,07-09,8.3,3,0,1,clear,high,intermedia,intermedia,40.29
TRIP_1563,Centro Histórico,Villa Nueva,R1+R3,weekday,05-07,6.3,2,1,0,clear,medium,central,barrial,31.49
TRIP_1564,Mercado Distrital,Hospital Central,R2,weekday,15-18,1.8,1,0,1,clear,medium,barrial,central,17.34
TRIP_1565,Lago Azul,Mercado Distrital,R1+R2,weekday,21-23,6.7,3,1,0,clear,low,intermedia,barrial,29.49
TRIP_1566,Universidad,Tecnoparque,R4,sunday,18-21,4.3,1,0,1,clear,high,intermedia,industrial,29.81
TRIP_1567,San Pedro,Terminal Sur,R5+R2,weekday,05-07,8.5,3,1,0,clear,medium,intermedia,terminal,40.9
TRIP_1568,Hospital Central,Parque Industrial,R5,weekday,05-07,3.4,1,0,0,rain,medium,central,industrial,20.18
TRIP_1569,Centro Histórico,Aeropuerto,R1+R4,weekday,18-21,15.8,4,1,1,clear,low,central,terminal,66.09
TRIP_1570,Terminal Sur,Centro Histórico,R2,sunday,15-18,7.9,3,0,1,clear,high,terminal,central,38.39
TRIP_1571,Universidad,Mercado Distrital,R1+R2,sunday,15-18,6.3,3,1,1,clear,high,intermedia,barrial,44.9
TRIP_1572,Mercado Distrital,Portal Norte,R2+R1,saturday,07-09,9.9,4,1,1,clear,high,barrial,terminal,54.68
TRIP_1573,Universidad,Portal Norte,R1,sunday,18-21,8.4,3,0,1,clear,medium,intermedia,terminal,32.27
TRIP_1574,Terminal Sur,Centro Histórico,R2,weekday,09-12,7.9,3,0,0,clear,medium,terminal,central,32.0
TRIP_1575,Centro Histórico,Hospital Central,R2,sunday,05-07,2.1,1,0,0,rain,medium,central,central,15.81
TRIP_1576,Aeropuerto,Portal Norte,R4+R1,sunday,09-12,21.8,6,1,0,clear,medium,terminal,terminal,77.49
TRIP_1577,Universidad,Parque Industrial,R4,saturday,09-12,7.3,2,0,0,rain,medium,intermedia,industrial,29.61
